tol,sw,tp,n,net,yr_r,wr,pf,dd,mar,pos_years,years_dict,trades_per_year,gate_trades_yr_ge_200,gate_pf_ge_1p3,gate_mar_ge_1p5,gate_pos_years_ge_7,gate_ALL_PASS,label
0.4,5,2.0,466,-63.48776815261368,-9.480715067019306,0.4012875536480687,0.8283166343045502,-74.1854991417173,-0.1277974156230748,3/8,"{2019: -9.32, 2020: -7.78, 2021: -18.75, 2022: 2.2, 2023: -20.45, 2024: -14.79, 2025: 0.33, 2026: 5.07}",69.5884160018171,False,False,False,False,False,H4_ema20_close_london_tol0.4_sw5_TP2.0R
0.4,5,3.0,466,-11.201468933415196,-1.67273064371229,0.3369098712446352,0.9729401105666846,-45.863472805941704,-0.03647195777759735,3/8,"{2019: -4.32, 2020: -2.95, 2021: -25.75, 2022: 21.2, 2023: -8.45, 2024: -11.79, 2025: 8.79, 2026: 12.07}",69.5884160018171,False,False,False,False,False,H4_ema20_close_london_tol0.4_sw5_TP3.0R
0.4,5,4.0,466,34.59580749821677,5.166239150439253,0.2939914163090129,1.0784937840448892,-44.0700763746881,0.11722782385297867,5/8,"{2019: -4.32, 2020: 4.88, 2021: -15.75, 2022: 36.2, 2023: -15.45, 2024: 9.21, 2025: 15.22, 2026: 4.62}",69.5884160018171,False,False,False,False,False,H4_ema20_close_london_tol0.4_sw5_TP4.0R
0.4,5,5.0,466,74.36265386795093,11.104676593051723,0.26394849785407726,1.1612401932654195,-36.45972121431954,0.30457382073153,4/8,"{2019: -6.32, 2020: 16.88, 2021: -12.14, 2022: 35.2, 2023: -2.45, 2024: 17.28, 2025: 27.3, 2026: -1.38}",69.5884160018171,False,False,False,False,False,H4_ema20_close_london_tol0.4_sw5_TP5.0R
0.4,10,2.0,466,-47.2287769172832,-7.052737715401117,0.4012875536480687,0.8693109154474968,-68.09614199949192,-0.10357029793925386,2/8,"{2019: -10.96, 2020: -7.19, 2021: -14.69, 2022: 5.0, 2023: -27.25, 2024: -2.58, 2025: 11.17, 2026: -0.73}",69.5884160018171,False,False,False,False,False,H4_ema20_close_london_tol0.4_sw10_TP2.0R
0.4,10,3.0,466,6.1606355094624625,0.9199761087297001,0.33476394849785407,1.0153854788647205,-38.89929508845609,0.023650200000737698,3/8,"{2019: -6.96, 2020: -1.36, 2021: -19.09, 2022: 28.0, 2023: -18.25, 2024: -3.08, 2025: 22.62, 2026: 4.27}",69.5884160018171,False,False,False,False,False,H4_ema20_close_london_tol0.4_sw10_TP3.0R
0.4,10,4.0,466,68.95791194109444,10.29757910466427,0.30042918454935624,1.1637820245231578,-37.950084120684515,0.27134535649294184,4/8,"{2019: -2.96, 2020: 14.47, 2021: -14.09, 2022: 39.0, 2023: -18.25, 2024: 18.92, 2025: 32.05, 2026: -0.19}",69.5884160018171,False,False,False,False,False,H4_ema20_close_london_tol0.4_sw10_TP4.0R
0.4,10,5.0,466,115.72475831082856,17.2813361009521,0.27253218884120173,1.2630391655955346,-29.950084120684508,0.5770045930861691,4/8,"{2019: -4.96, 2020: 26.47, 2021: -5.47, 2022: 32.0, 2023: -6.25, 2024: 34.0, 2025: 41.13, 2026: -1.19}",69.5884160018171,False,False,False,False,False,H4_ema20_close_london_tol0.4_sw10_TP5.0R
0.4,15,2.0,465,-26.884237763044037,-4.0146599170525095,0.40860215053763443,0.9236350604131647,-55.93568520683761,-0.07177278515865494,3/8,"{2019: -10.86, 2020: -8.27, 2021: -3.63, 2022: 5.51, 2023: -26.48, 2024: 2.21, 2025: 15.36, 2026: -0.72}",69.43908463700633,False,False,False,False,False,H4_ema20_close_london_tol0.4_sw15_TP2.0R
0.4,15,3.0,465,19.039035606454238,2.8431251717925874,0.33763440860215055,1.0483921971673822,-37.10970525547605,0.07661405964341485,4/8,"{2019: -9.03, 2020: -8.44, 2021: -5.32, 2022: 24.51, 2023: -17.48, 2024: 2.7, 2025: 27.82, 2026: 4.28}",69.43908463700633,False,False,False,False,False,H4_ema20_close_london_tol0.4_sw15_TP3.0R
0.4,15,4.0,465,80.79964776777713,12.065921677391346,0.3032258064516129,1.1950956885445265,-36.73322152772654,0.32847436667878116,5/8,"{2019: -6.03, 2020: 9.39, 2021: 2.68, 2022: 34.51, 2023: -17.48, 2024: 25.7, 2025: 32.21, 2026: -0.18}",69.43908463700633,False,False,False,False,False,H4_ema20_close_london_tol0.4_sw15_TP4.0R
0.4,15,5.0,465,130.55487717796117,19.495937991686908,0.27741935483870966,1.3033293765831644,-28.73322152772655,0.6785155633479529,5/8,"{2019: -9.03, 2020: 24.48, 2021: 8.29, 2022: 32.25, 2023: -5.48, 2024: 40.94, 2025: 40.29, 2026: -1.18}",69.43908463700633,False,True,False,False,False,H4_ema20_close_london_tol0.4_sw15_TP5.0R
0.4,20,2.0,465,-11.712813816024067,-1.7490904729212737,0.4129032258064516,0.9658273361542454,-39.449444988911424,-0.044337517889362285,4/8,"{2019: -12.25, 2020: -4.85, 2021: -4.73, 2022: 6.07, 2023: -13.13, 2024: 0.77, 2025: 13.41, 2026: 3.0}",69.43908463700633,False,False,False,False,False,H4_ema20_close_london_tol0.4_sw20_TP2.0R
0.4,20,3.0,465,42.14937127159661,6.294223137903226,0.34623655913978496,1.110556840964164,-28.58264523955229,0.22021135850622262,4/8,"{2019: -9.25, 2020: -1.66, 2021: -3.42, 2022: 25.07, 2023: -2.33, 2024: 0.26, 2025: 24.47, 2026: 9.0}",69.43908463700633,False,False,False,False,False,H4_ema20_close_london_tol0.4_sw20_TP3.0R
0.4,20,4.0,465,99.38321207980692,14.841030699155406,0.3096774193548387,1.2471305098887353,-23.539329340561444,0.6304780601196783,6/8,"{2019: -6.25, 2020: 11.17, 2021: 9.58, 2022: 34.11, 2023: -4.33, 2024: 21.66, 2025: 27.89, 2026: 5.55}",69.43908463700633,False,False,False,False,False,H4_ema20_close_london_tol0.4_sw20_TP4.0R
0.4,20,5.0,465,140.50870823857065,20.98235716906352,0.2817204301075269,1.3349648385355557,-26.324488086591785,0.7970661043832702,7/8,"{2019: -9.25, 2020: 26.17, 2021: 12.55, 2022: 31.11, 2023: 9.67, 2024: 35.73, 2025: 28.98, 2026: 5.55}",69.43908463700633,False,True,False,True,False,H4_ema20_close_london_tol0.4_sw20_TP5.0R
0.4,30,2.0,464,1.5718576490781189,0.23472764802507806,0.41379310344827586,1.0047357406581159,-32.5379421334697,0.00721396722208897,5/8,"{2019: -12.4, 2020: 1.35, 2021: -2.11, 2022: 5.14, 2023: -14.49, 2024: 4.78, 2025: 16.16, 2026: 3.16}",69.28975327219557,False,False,False,False,False,H4_ema20_close_london_tol0.4_sw30_TP2.0R
0.4,30,3.0,464,51.80318701724425,7.735840618832454,0.34698275862068967,1.1399685665588357,-26.177235116073824,0.29551786445476635,5/8,"{2019: -9.4, 2020: 5.17, 2021: -2.96, 2022: 22.57, 2023: -4.68, 2024: 5.25, 2025: 26.7, 2026: 9.16}",69.28975327219557,False,False,False,False,False,H4_ema20_close_london_tol0.4_sw30_TP3.0R
0.4,30,4.0,464,100.52947911123454,15.012204319396076,0.3081896551724138,1.2567628218668088,-23.96385941715316,0.6264518606151749,7/8,"{2019: -6.4, 2020: 17.93, 2021: 7.65, 2022: 25.57, 2023: 2.32, 2024: 17.65, 2025: 30.12, 2026: 5.7}",69.28975327219557,False,False,False,True,False,H4_ema20_close_london_tol0.4_sw30_TP4.0R
0.4,30,5.0,464,145.46657248378156,21.722721803347365,0.28663793103448276,1.3594686069783959,-28.83663541182578,0.7533029250159666,7/8,"{2019: -9.4, 2020: 32.93, 2021: 11.17, 2022: 31.19, 2023: 15.9, 2024: 26.26, 2025: 31.71, 2026: 5.7}",69.28975327219557,False,True,False,True,False,H4_ema20_close_london_tol0.4_sw30_TP5.0R
0.4,50,2.0,461,21.15075120235032,3.15847054381993,0.42950108459869846,1.0668019326395761,-32.79308123484772,0.09631515017453031,5/8,"{2019: -9.91, 2020: 6.56, 2021: -1.96, 2022: 7.44, 2023: -15.36, 2024: 2.03, 2025: 28.48, 2026: 3.88}",68.84175917776327,False,False,False,False,False,H4_ema20_close_london_tol0.4_sw50_TP2.0R
0.4,50,3.0,461,67.47773836027885,10.076542763684241,0.3644251626898048,1.1922492550287396,-23.614014189611076,0.4267187561917105,5/8,"{2019: -6.91, 2020: 9.04, 2021: -1.11, 2022: 23.87, 2023: -4.18, 2024: 2.58, 2025: 34.3, 2026: 9.88}",68.84175917776327,False,False,False,False,False,H4_ema20_close_london_tol0.4_sw50_TP3.0R
0.4,50,4.0,461,119.99129126925263,17.918463290643682,0.33405639913232105,1.32604949718857,-25.454778520821336,0.7039331839397799,6/8,"{2019: -3.91, 2020: 20.67, 2021: 6.98, 2022: 30.87, 2023: -2.02, 2024: 18.26, 2025: 42.72, 2026: 6.42}",68.84175917776327,False,True,False,False,False,H4_ema20_close_london_tol0.4_sw50_TP4.0R
0.4,50,5.0,461,156.3418666560824,23.34674432481562,0.31453362255965295,1.411678970505164,-19.574309621160623,1.1927237678705584,7/8,"{2019: -6.91, 2020: 28.67, 2021: 13.54, 2022: 30.5, 2023: 9.98, 2024: 25.92, 2025: 51.32, 2026: 3.34}",68.84175917776327,False,True,False,True,False,H4_ema20_close_london_tol0.4_sw50_TP5.0R
0.5,5,2.0,498,-99.15710875922642,-14.790427106075171,0.37349397590361444,0.7547843882163957,-101.35641877467994,-0.14592491807504548,1/8,"{2019: -8.21, 2020: -2.93, 2021: -30.31, 2022: -13.39, 2023: -29.95, 2024: -14.5, 2025: 7.83, 2026: -7.69}",74.28244722938308,False,False,False,False,False,H4_ema20_close_london_tol0.5_sw5_TP2.0R
0.5,5,3.0,498,-49.87080954002794,-7.438806783019558,0.3132530120481928,0.8886122567433657,-97.87154883402033,-0.07600581447459238,3/8,"{2019: -2.21, 2020: 1.89, 2021: -38.31, 2022: 1.61, 2023: -22.95, 2024: -15.5, 2025: 26.29, 2026: -0.69}",74.28244722938308,False,False,False,False,False,H4_ema20_close_london_tol0.5_sw5_TP3.0R
0.5,5,4.0,498,8.383633283696383,1.2505156565997515,0.2791164658634538,1.0177848845260031,-68.59288801002143,0.018230981270493395,3/8,"{2019: -1.21, 2020: 17.73, 2021: -29.31, 2022: 17.61, 2023: -21.95, 2024: -0.5, 2025: 29.71, 2026: -3.69}",74.28244722938308,False,False,False,False,False,H4_ema20_close_london_tol0.5_sw5_TP4.0R
0.5,5,5.0,498,42.76636032044456,6.379096192161056,0.24899598393574296,1.0867919467628477,-44.5928880100214,0.14305187389360105,3/8,"{2019: -2.21, 2020: 22.95, 2021: -24.31, 2022: 19.61, 2023: -8.95, 2024: -0.43, 2025: 46.79, 2026: -10.69}",74.28244722938308,False,False,False,False,False,H4_ema20_close_london_tol0.5_sw5_TP5.0R
0.5,10,2.0,498,-81.2707933943544,-12.122476750213306,0.37751004016064255,0.7944772100029089,-92.92474905323787,-0.13045476984035945,1/8,"{2019: -9.85, 2020: -2.9, 2021: -24.17, 2022: -8.86, 2023: -33.6, 2024: -4.64, 2025: 16.26, 2026: -13.5}",74.28244722938308,False,False,False,False,False,H4_ema20_close_london_tol0.5_sw10_TP2.0R
0.5,10,3.0,498,-49.88138096760876,-7.44038363344408,0.30522088353413657,0.8870531280516878,-85.7763633313111,-0.08674165404641378,3/8,"{2019: -4.85, 2020: 2.93, 2021: -29.57, 2022: 7.14, 2023: -32.6, 2024: -13.14, 2025: 28.72, 2026: -8.5}",74.28244722938308,False,False,False,False,False,H4_ema20_close_london_tol0.5_sw10_TP3.0R
0.5,10,4.0,498,36.37306185611557,5.425461943570264,0.28313253012048195,1.0796841348580926,-54.55802904619895,0.09944387725179847,5/8,"{2019: 0.15, 2020: 26.76, 2021: -25.57, 2022: 24.14, 2023: -24.6, 2024: 1.86, 2025: 42.14, 2026: -8.5}",74.28244722938308,False,False,False,False,False,H4_ema20_close_london_tol0.5_sw10_TP4.0R
0.5,10,5.0,498,76.74168841160818,11.446908473351494,0.25502008032128515,1.1611231065187722,-32.29941892146721,0.3543998268570559,4/8,"{2019: -0.85, 2020: 31.97, 2021: -15.57, 2022: 21.14, 2023: -12.6, 2024: 7.93, 2025: 55.22, 2026: -10.5}",74.28244722938308,False,False,False,False,False,H4_ema20_close_london_tol0.5_sw10_TP5.0R
0.5,15,2.0,497,-60.44524834508414,-9.016106366386882,0.3843058350100604,0.8430383484876391,-80.39009146439405,-0.11215444841706951,1/8,"{2019: -9.75, 2020: -0.52, 2021: -12.74, 2022: -8.33, 2023: -35.61, 2024: -0.67, 2025: 20.66, 2026: -13.49}",74.13328568876183,False,False,False,False,False,H4_ema20_close_london_tol0.5_sw15_TP2.0R
0.5,15,3.0,497,-28.52197497558587,-4.254381728919161,0.3118712273641851,0.9338532216963576,-72.97085285121065,-0.05830248054786956,3/8,"{2019: -6.92, 2020: 0.3, 2021: -15.44, 2022: 3.67, 2023: -31.61, 2024: -8.17, 2025: 38.12, 2026: -8.49}",74.13328568876183,False,False,False,False,False,H4_ema20_close_london_tol0.5_sw15_TP3.0R
0.5,15,4.0,497,57.64275317995142,8.598081869972079,0.289738430583501,1.129194367865229,-45.06671616817759,0.19078563074989113,4/8,"{2019: -2.92, 2020: 27.14, 2021: -9.49, 2022: 19.67, 2023: -23.61, 2024: 7.83, 2025: 47.51, 2026: -8.49}",74.13328568876183,False,False,False,False,False,H4_ema20_close_london_tol0.5_sw15_TP4.0R
0.5,15,5.0,497,100.92470224320664,15.054084073337746,0.2635814889336016,1.2178237349935872,-31.13859164462027,0.4834542372740419,4/8,"{2019: -4.92, 2020: 36.44, 2021: -3.49, 2022: 21.41, 2023: -11.61, 2024: 14.06, 2025: 59.51, 2026: -10.49}",74.13328568876183,False,False,False,False,False,H4_ema20_close_london_tol0.5_sw15_TP5.0R
0.5,20,2.0,497,-46.58683137581762,-6.948963540679398,0.38832997987927564,0.8765500541691311,-68.80493353059417,-0.10099513485598435,2/8,"{2019: -11.14, 2020: -3.55, 2021: -14.02, 2022: -8.47, 2023: -22.24, 2024: 1.12, 2025: 21.44, 2026: -9.74}",74.13328568876183,False,False,False,False,False,H4_ema20_close_london_tol0.5_sw20_TP2.0R
0.5,20,3.0,497,-8.499895396689363,-1.2678574924896662,0.3199195171026157,0.979758935082623,-54.691480799053735,-0.023181992404776915,3/8,"{2019: -7.14, 2020: 2.63, 2021: -13.71, 2022: 2.53, 2023: -16.44, 2024: -9.09, 2025: 36.45, 2026: -3.74}",74.13328568876183,False,False,False,False,False,H4_ema20_close_london_tol0.5_sw20_TP3.0R
0.5,20,4.0,497,75.84900654045538,11.31375467016568,0.2977867203219316,1.1748237842433855,-30.48321716358447,0.371147002281675,4/8,"{2019: -3.14, 2020: 23.47, 2021: -3.05, 2022: 16.57, 2023: -10.44, 2024: 5.3, 2025: 49.87, 2026: -2.74}",74.13328568876183,False,False,False,False,False,H4_ema20_close_london_tol0.5_sw20_TP4.0R
0.5,20,5.0,497,109.48876624202666,16.331513053380732,0.26961770623742454,1.2421820078442298,-20.094737114616436,0.8127258873917578,6/8,"{2019: -5.14, 2020: 31.67, 2021: 0.31, 2022: 16.57, 2023: 3.56, 2024: 10.37, 2025: 55.88, 2026: -3.74}",74.13328568876183,False,False,False,False,False,H4_ema20_close_london_tol0.5_sw20_TP5.0R
0.5,30,2.0,496,-30.14637541679158,-4.496679801315246,0.38911290322580644,0.917390702172704,-62.31957577092598,-0.07215517348584209,3/8,"{2019: -11.3, 2020: 9.22, 2021: -12.49, 2022: -9.84, 2023: -19.68, 2024: 2.42, 2025: 21.08, 2026: -9.55}",73.98412414814058,False,False,False,False,False,H4_ema20_close_london_tol0.5_sw30_TP2.0R
0.5,30,3.0,496,12.30970484288211,1.8361345389571722,0.3245967741935484,1.030412590630578,-55.293147908235916,0.03320727085396561,2/8,"{2019: -7.3, 2020: 18.04, 2021: -15.34, 2022: -0.41, 2023: -13.87, 2024: -3.83, 2025: 38.57, 2026: -3.55}",73.98412414814058,False,False,False,False,False,H4_ema20_close_london_tol0.5_sw30_TP3.0R
0.5,30,4.0,496,81.32486159225522,12.130541645910807,0.29838709677419356,1.1937529120181407,-29.737272654876257,0.40792381287601587,4/8,"{2019: -3.3, 2020: 31.97, 2021: -3.08, 2022: 7.59, 2023: -2.87, 2024: 6.57, 2025: 46.99, 2026: -2.55}",73.98412414814058,False,False,False,False,False,H4_ema20_close_london_tol0.5_sw30_TP4.0R
0.5,30,5.0,496,120.78321559215792,18.016210518915003,0.27419354838709675,1.2776882988464997,-24.12990058158553,0.7466342622507063,6/8,"{2019: -5.3, 2020: 38.97, 2021: 0.84, 2022: 16.21, 2023: 10.71, 2024: 7.19, 2025: 55.72, 2026: -3.55}",73.98412414814058,False,False,False,False,False,H4_ema20_close_london_tol0.5_sw30_TP5.0R
0.5,50,2.0,493,-9.270879159526274,-1.3828586183483893,0.4056795131845842,0.973386024206175,-60.69122712346917,-0.02278514842903285,2/8,"{2019: -8.49, 2020: 12.7, 2021: -9.94, 2022: -7.61, 2023: -23.17, 2024: -0.4, 2025: 33.5, 2026: -5.86}",73.53663952627683,False,False,False,False,False,H4_ema20_close_london_tol0.5_sw50_TP2.0R
0.5,50,3.0,493,17.404936713810493,2.5961471746473497,0.33874239350912777,1.0450402176302978,-46.59544268528049,0.055716761662347576,3/8,"{2019: -4.49, 2020: 12.31, 2021: -11.08, 2022: 0.82, 2023: -12.99, 2024: -6.56, 2025: 42.26, 2026: -2.86}",73.53663952627683,False,False,False,False,False,H4_ema20_close_london_tol0.5_sw50_TP3.0R
0.5,50,4.0,493,100.69831190657443,15.020315341943922,0.32454361054766734,1.2551497402349818,-29.238002554460856,0.5137257688505218,5/8,"{2019: -0.49, 2020: 30.94, 2021: 0.57, 2022: 12.82, 2023: -6.83, 2024: 5.87, 2025: 59.68, 2026: -1.86}",73.53663952627683,False,False,False,False,False,H4_ema20_close_london_tol0.5_sw50_TP4.0R
0.5,50,5.0,493,141.8700602693034,21.16155675779905,0.30425963488843816,1.3482984151941813,-20.464785755944682,1.0340473147465992,6/8,"{2019: -2.49, 2020: 35.94, 2021: 8.52, 2022: 15.44, 2023: 5.17, 2024: 9.83, 2025: 75.4, 2026: -5.94}",73.53663952627683,False,True,False,False,False,H4_ema20_close_london_tol0.5_sw50_TP5.0R
0.7,5,2.0,559,-149.3210518837882,-22.272958146171625,0.3613595706618962,0.6871755951781983,-157.12847868811576,-0.1417499764023122,2/8,"{2019: 0.91, 2020: -29.63, 2021: -37.07, 2022: -29.04, 2023: -35.3, 2024: -9.94, 2025: 0.81, 2026: -10.07}",83.3813012072794,False,False,False,False,False,H4_ema20_close_london_tol0.7_sw5_TP2.0R
0.7,5,3.0,559,-110.32105188378819,-16.45565806194283,0.295169946332737,0.7923609603611245,-126.88544150660907,-0.1296890948760714,2/8,"{2019: 2.91, 2020: -18.63, 2021: -39.07, 2022: -19.04, 2023: -28.3, 2024: -12.94, 2025: 11.81, 2026: -7.07}",83.3813012072794,False,False,False,False,False,H4_ema20_close_london_tol0.7_sw5_TP3.0R
0.7,5,4.0,559,-56.432499482622696,-8.41755856393596,0.25760286225402507,0.8994060360893742,-92.84914027832032,-0.09065844377991948,2/8,"{2019: -4.09, 2020: -2.8, 2021: -32.07, 2022: -10.04, 2023: -24.3, 2024: 11.06, 2025: 11.87, 2026: -6.07}",83.3813012072794,False,False,False,False,False,H4_ema20_close_london_tol0.7_sw5_TP4.0R
0.7,5,5.0,559,-43.13216944961967,-6.433660845442133,0.22182468694096602,0.9267349584055077,-92.34920083563182,-0.06966666508455353,2/8,"{2019: -5.09, 2020: -9.57, 2021: -25.07, 2022: -5.04, 2023: -26.3, 2024: 16.13, 2025: 24.87, 2026: -13.07}",83.3813012072794,False,False,False,False,False,H4_ema20_close_london_tol0.7_sw5_TP5.0R
0.7,10,2.0,558,-121.43112088094843,-18.11285306996765,0.3673835125448029,0.7385478791348118,-133.50722859124622,-0.1356694559619918,2/8,"{2019: -0.6, 2020: -28.8, 2021: -32.86, 2022: -21.67, 2023: -34.57, 2024: 1.23, 2025: 8.57, 2026: -12.74}",83.23213966665816,False,False,False,False,False,H4_ema20_close_london_tol0.7_sw10_TP2.0R
0.7,10,3.0,558,-96.10224621453563,-14.334759102522938,0.2903225806451613,0.8146476432622362,-120.35159918343682,-0.11910734215234038,1/8,"{2019: -3.6, 2020: -16.8, 2021: -37.25, 2022: -10.67, 2023: -33.24, 2024: -4.37, 2025: 20.57, 2026: -10.74}",83.23213966665816,False,False,False,False,False,H4_ema20_close_london_tol0.7_sw10_TP3.0R
0.7,10,4.0,558,-4.213693813370128,-0.6285210609085231,0.26881720430107525,0.9921210238236216,-72.49564524994123,-0.008669776767164268,4/8,"{2019: -2.6, 2020: 7.04, 2021: -32.25, 2022: 4.33, 2023: -22.24, 2024: 20.63, 2025: 26.63, 2026: -5.74}",83.23213966665816,False,False,False,False,False,H4_ema20_close_london_tol0.7_sw10_TP4.0R
0.7,10,5.0,558,17.07253573837734,2.546565733047734,0.23476702508960573,1.0304325760424489,-67.78650207663213,0.037567445657084655,4/8,"{2019: -3.6, 2020: 0.25, 2021: -21.25, 2022: 5.33, 2023: -25.24, 2024: 32.7, 2025: 35.63, 2026: -6.74}",83.23213966665816,False,False,False,False,False,H4_ema20_close_london_tol0.7_sw10_TP5.0R
0.7,15,2.0,558,-86.34031626658597,-12.878654592050037,0.37992831541218636,0.8075423936934554,-104.51556517181696,-0.12322235995067668,2/8,"{2019: -0.5, 2020: -19.82, 2021: -20.57, 2022: -12.1, 2023: -36.7, 2024: 5.45, 2025: 10.26, 2026: -12.36}",83.23213966665816,False,False,False,False,False,H4_ema20_close_london_tol0.7_sw15_TP2.0R
0.7,15,3.0,558,-63.34937552921532,-9.449290451331946,0.3010752688172043,0.8742142668565193,-98.81324593254864,-0.09562777097497809,2/8,"{2019: -5.66, 2020: -14.82, 2021: -22.26, 2022: -7.1, 2023: -32.37, 2024: 0.84, 2025: 28.38, 2026: -10.36}",83.23213966665816,False,False,False,False,False,H4_ema20_close_london_tol0.7_sw15_TP3.0R
0.7,15,4.0,558,29.44946220376314,4.392727152780616,0.27956989247311825,1.0566644053807852,-49.81396868970478,0.0881826376883012,4/8,"{2019: -5.66, 2020: 8.01, 2021: -15.32, 2022: 7.9, 2023: -21.37, 2024: 26.84, 2025: 34.4, 2026: -5.36}",83.23213966665816,False,False,False,False,False,H4_ema20_close_london_tol0.7_sw15_TP4.0R
0.7,15,5.0,558,36.64901426327319,5.466623429760038,0.24193548387096775,1.067021345807096,-55.94507184478207,0.09771411939423406,3/8,"{2019: -7.66, 2020: -0.69, 2021: -14.32, 2022: 14.64, 2023: -30.37, 2024: 39.08, 2025: 42.33, 2026: -6.36}",83.23213966665816,False,False,False,False,False,H4_ema20_close_london_tol0.7_sw15_TP5.0R
0.7,20,2.0,558,-71.19285174066033,-10.619235446857218,0.3835125448028674,0.8382334090797916,-100.23080820584873,-0.10594781821022528,2/8,"{2019: -4.62, 2020: -22.79, 2021: -21.9, 2022: -11.6, 2023: -23.16, 2024: 4.28, 2025: 17.13, 2026: -8.54}",83.23213966665816,False,False,False,False,False,H4_ema20_close_london_tol0.7_sw20_TP2.0R
0.7,20,3.0,558,-32.26299928516731,-4.812398678437882,0.3118279569892473,0.9340532069050892,-83.42723256246735,-0.05768378658412921,1/8,"{2019: -5.62, 2020: -12.43, 2021: -20.59, 2022: -6.6, 2023: -17.02, 2024: -1.32, 2025: 36.86, 2026: -5.54}",83.23213966665816,False,False,False,False,False,H4_ema20_close_london_tol0.7_sw20_TP3.0R
0.7,20,4.0,558,57.7200122294186,8.609605948817537,0.2885304659498208,1.1142159721970526,-37.522646085155415,0.22945092756194613,4/8,"{2019: -5.62, 2020: -0.59, 2021: -8.93, 2022: 7.44, 2023: -8.02, 2024: 23.07, 2025: 49.91, 2026: 0.46}",83.23213966665816,False,False,False,False,False,H4_ema20_close_london_tol0.7_sw20_TP4.0R
0.7,20,5.0,558,55.02602602785117,8.207766816579346,0.24910394265232974,1.1031170378292023,-48.11164861712741,0.17059832810753942,4/8,"{2019: -7.62, 2020: -5.39, 2021: -10.57, 2022: 12.59, 2023: -15.02, 2024: 28.15, 2025: 52.44, 2026: 0.46}",83.23213966665816,False,False,False,False,False,H4_ema20_close_london_tol0.7_sw20_TP5.0R
0.7,30,2.0,557,-64.01355312494631,-9.5483602047573,0.37881508078994613,0.8509055588009062,-87.34174223738582,-0.10932184268554943,2/8,"{2019: -3.97, 2020: -15.66, 2021: -18.01, 2022: -15.76, 2023: -23.41, 2024: 5.88, 2025: 15.31, 2026: -8.37}",83.0829781260369,False,False,False,False,False,H4_ema20_close_london_tol0.7_sw30_TP2.0R
0.7,30,3.0,557,-24.71455638890783,-3.686461306740278,0.3105924596050269,0.9480492654980748,-77.62564014113421,-0.04749025322094322,2/8,"{2019: -4.97, 2020: -8.66, 2021: -18.86, 2022: -9.33, 2023: -18.28, 2024: 4.25, 2025: 36.52, 2026: -5.37}",83.0829781260369,False,False,False,False,False,H4_ema20_close_london_tol0.7_sw30_TP3.0R
0.7,30,4.0,557,48.99970255238209,7.308871122696366,0.28545780969479356,1.0994370274065906,-50.52674710718979,0.1446535061358885,4/8,"{2019: -4.97, 2020: 3.27, 2021: -9.6, 2022: -1.33, 2023: -5.28, 2024: 24.65, 2025: 41.64, 2026: 0.63}",83.0829781260369,False,False,False,False,False,H4_ema20_close_london_tol0.7_sw30_TP4.0R
0.7,30,5.0,557,73.15792205361146,10.912348362166092,0.25673249551166966,1.1426886160355152,-33.450356435251834,0.326225174409982,5/8,"{2019: -6.97, 2020: 2.27, 2021: -4.69, 2022: 12.28, 2023: -7.69, 2024: 31.26, 2025: 46.07, 2026: 0.63}",83.0829781260369,False,False,False,False,False,H4_ema20_close_london_tol0.7_sw30_TP5.0R
0.7,50,2.0,554,-35.247877030040435,-5.257627641429242,0.3935018050541516,0.9126191160166428,-71.7197546329304,-0.07330794239799564,2/8,"{2019: -4.82, 2020: -16.29, 2021: -15.92, 2022: -7.16, 2023: -14.95, 2024: 5.38, 2025: 23.11, 2026: -4.61}",82.63549350417316,False,False,False,False,False,H4_ema20_close_london_tol0.7_sw50_TP2.0R
0.7,50,3.0,554,13.487123749451813,2.011760157017698,0.33574007220216606,1.030644031398295,-44.68256368755304,0.04502338252310492,4/8,"{2019: 0.18, 2020: -8.5, 2021: -15.07, 2022: 7.59, 2023: -7.54, 2024: 4.84, 2025: 36.6, 2026: -4.61}",82.63549350417316,False,False,False,False,False,H4_ema20_close_london_tol0.7_sw50_TP3.0R
0.7,50,4.0,554,79.45105543313292,11.851041832390536,0.31227436823104693,1.1741215284625943,-24.761669172292564,0.478604319843326,5/8,"{2019: 0.18, 2020: 7.97, 2021: -7.07, 2022: 17.59, 2023: -3.38, 2024: 23.26, 2025: 44.5, 2026: -3.61}",82.63549350417316,False,False,False,False,False,H4_ema20_close_london_tol0.7_sw50_TP4.0R
0.7,50,5.0,554,97.90100158765561,14.603064225178269,0.2851985559566787,1.206166479094233,-24.688321721407892,0.5914968376532281,5/8,"{2019: -1.82, 2020: 4.97, 2021: 0.88, 2022: 27.58, 2023: -1.38, 2024: 21.22, 2025: 54.14, 2026: -7.69}",82.63549350417316,False,False,False,False,False,H4_ema20_close_london_tol0.7_sw50_TP5.0R
